,Location ID,City,Area,Name,Address,Latitude,Longitude,Rating,Total Reviews,Place ID,Google Maps URL,full_location
0,LOC_1,Chennai,Alwarpet,Naturals Signature Salon Alwarpet,"No.37, 1st Floor, CP Ramaswamy Iyer Rd, opp. to Nilgiris, Alwarpet, Chennai, Tamil Nadu 600018, India",13.0325117,80.2569712,4.6,1097,ChIJB0quoslnUjoRf_vm8BiGHsM,https://www.google.com/maps/place/?q=place_id:ChIJB0quoslnUjoRf_vm8BiGHsM,Chennai AlwarpetNaturals Signature Salon Alwarpet
1,LOC_2,Chennai,Alwarpet,Naturals Lounge TTK,"No.220, Mowbrays Flats, TT Krishnamachari Rd, next to Dr.Agarwals Eye Hospital, Alwarpet, Chennai, Tamil Nadu 600018, India",13.0436909,80.2594781,4.6,669,ChIJfwi_pjZmUjoRtNJzL20D2-A,https://www.google.com/maps/place/?q=place_id:ChIJfwi_pjZmUjoRtNJzL20D2-A,Chennai AlwarpetNaturals Lounge TTK
2,LOC_3,Chennai,Alwarpet,Naturals Signature Salon,"No: 24-25, Venkatakrishna Rd, above Spencer's Daily, Perumal Koil Thottam, Ramakrishna Nagar, Mandaveli, Chennai, Tamil Nadu 600028, India",13.0267594,80.26140099999999,4.8,2834,ChIJT8VLUspnUjoRa_HrTUzVpa4,https://www.google.com/maps/place/?q=place_id:ChIJT8VLUspnUjoRa_HrTUzVpa4,Chennai AlwarpetNaturals Signature Salon
3,LOC_4,Chennai,Alwarpet,Naturals Salon,"28/10, Venkataswamy St, opposite Apollo Pharmacy, Pattinapakkam, Santhome, Mylapore, Chennai, Tamil Nadu 600004, India",13.030194,80.275652,4.8,439,ChIJ05jy-4dnUjoR8hWlWTOTQok,https://www.google.com/maps/place/?q=place_id:ChIJ05jy-4dnUjoR8hWlWTOTQok,Chennai AlwarpetNaturals Salon
4,LOC_5,Chennai,Alwarpet,Naturals Salon,"No 220, Mowbrays Flats, TT Krishnamachari Rd, next to Dr Agarwals Eye Hospital, Parthasarathypuram, Alwarpet, Chennai, Tamil Nadu 600018, India",13.0436178,80.2594846,5.0,1,ChIJ1cEdFYpnUjoRBTQevSN3-mU,https://www.google.com/maps/place/?q=place_id:ChIJ1cEdFYpnUjoRBTQevSN3-mU,Chennai AlwarpetNaturals Salon
10,LOC_1,Chennai,"Adambakkam, Brindavan Nagar",Naturals Salon,"N37 First Flr, 2nd Street Shawalace Col, Brindavan Nagar, Adambakkam, Chennai, Tamil Nadu 600088, India",12.9865709,80.2051812,4.9,369,ChIJD93nXvxdUjoRinIO5qSoRrc,https://www.google.com/maps/place/?q=place_id:ChIJD93nXvxdUjoRinIO5qSoRrc,"Chennai Adambakkam, Brindavan NagarNaturals Salon"
11,LOC_2,Chennai,"Adambakkam, Brindavan Nagar",Naturals Salon,"No.16A/17, Secretariat Colony Main Road, City Link Road, above Easyday Club, Adambakkam, Chennai, Tamil Nadu 600088, India",12.9973019,80.2072451,4.6,1368,ChIJP8-7AF1nUjoR3_YHwKTtq28,https://www.google.com/maps/place/?q=place_id:ChIJP8-7AF1nUjoR3_YHwKTtq28,"Chennai Adambakkam, Brindavan NagarNaturals Salon"
13,LOC_1,Chennai,Adyar,Naturals Salon,"1st Floor, 55, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020, India",12.9988889,80.2518418,4.5,1012,ChIJUVZIAY1nUjoRXhgyHIOnkjg,https://www.google.com/maps/place/?q=place_id:ChIJUVZIAY1nUjoRXhgyHIOnkjg,Chennai AdyarNaturals Salon
14,LOC_2,Chennai,Adyar,Naturals Salon,"Ground Floor, Ceebros Enclave, No. 31, Seethammal Extension 1st Main Rd, Gandhi Nagar, Adyar, Chennai, Tamil Nadu 600020, India",13.007167,80.2516004,4.2,803,ChIJT28vgJNnUjoRiPj-mGCrlOA,https://www.google.com/maps/place/?q=place_id:ChIJT28vgJNnUjoRiPj-mGCrlOA,Chennai AdyarNaturals Salon
15,LOC_1,Chennai,Agaramthen Road,Naturals Salon,"No 3, Selaiyur, Tejraj Colony, Road, next to Bharath Engineering College, Agaramthen, Chennai, Tamil Nadu 600073, India",12.9060562,80.1423344,4.4,848,ChIJKQQtGyhfUjoRmN5Jlzd1bOc,https://www.google.com/maps/place/?q=place_id:ChIJKQQtGyhfUjoRmN5Jlzd1bOc,Chennai Agaramthen RoadNaturals Salon
16,LOC_2,Chennai,Agaramthen Road,Naturals Salon,"1, Road, near Head Secretariat Office Quarter, Kaspapuram, Tiruvanchery, Madambakkam, Agaramthen, Chennai, Tamil Nadu 600126, India",12.8896431,80.1430728,5.0,41,ChIJc2rZU8NZUjoRpHxFHkKBqzw,https://www.google.com/maps/place/?q=place_id:ChIJc2rZU8NZUjoRpHxFHkKBqzw,Chennai Agaramthen RoadNaturals Salon
17,LOC_3,Chennai,Agaramthen Road,Naturals Salon,"No 2a, Velachery Rd Selaiyur, Venkatesan St, Jayasamy Nagar, Tambaram, Kanchipuram, Tamil Nadu 600059, India",12.9226168,80.1293238,4.7,1677,ChIJu9KttRZfUjoRJ1T4OyKTcWk,https://www.google.com/maps/place/?q=place_id:ChIJu9KttRZfUjoRJ1T4OyKTcWk,Chennai Agaramthen RoadNaturals Salon
18,LOC_4,Chennai,Agaramthen Road,Naturals Salon,"No.158, 2, Madambakkam Main Rd, above Union Bank, Madambakkam, Chennai, Tamil Nadu 600073, India",12.9110306,80.15630519999999,4.7,1486,ChIJZxXjUnpmUjoRvMbx9cGH6Xo,https://www.google.com/maps/place/?q=place_id:ChIJZxXjUnpmUjoRvMbx9cGH6Xo,Chennai Agaramthen RoadNaturals Salon
19,LOC_5,Chennai,Agaramthen Road,Naturals Salon,"66/68, Siruvallur High Rd, above Sbi Bank, Jagannathan Colony, Perambur, Chennai, Tamil Nadu 600011, India",13.1081114,80.23743069999999,4.8,2069,ChIJRZP4735lUjoR29LUdELYiMQ,https://www.google.com/maps/place/?q=place_id:ChIJRZP4735lUjoR29LUdELYiMQ,Chennai Agaramthen RoadNaturals Salon
20,LOC_6,Chennai,Agaramthen Road,Naturals Salon,"32A Kamarajar, Nehru Nedunchalai, above Indian Bank, New Perungalathur, Chennai, Tamil Nadu 600063, India",12.9051863,80.09334439999999,4.8,2020,ChIJadpDL731UjoRjsUoPGRcFNs,https://www.google.com/maps/place/?q=place_id:ChIJadpDL731UjoRjsUoPGRcFNs,Chennai Agaramthen RoadNaturals Salon
21,LOC_7,Chennai,Agaramthen Road,Naturals Salon,"Amaanath Tower 8th Street Corner, W Near, Mudichur Rd, Krishna Nagar, Tambaram, Chennai, Tamil Nadu 600045, India",12.9222974,80.0957184,4.7,1214,ChIJtzsp1wD1UjoR5sZ5YfZ4htc,https://www.google.com/maps/place/?q=place_id:ChIJtzsp1wD1UjoR5sZ5YfZ4htc,Chennai Agaramthen RoadNaturals Salon
22,LOC_8,Chennai,Agaramthen Road,Naturals Signature Salon Rajakilpakkam,"No 54, 1st Floor, Velachery Rd, Mahalakshmi Nagar, Selaiyur, Rajakilpakkam, Chennai, Tamil Nadu 600073, India",12.9228199,80.14605399999999,4.7,2296,ChIJTafAZeZeUjoR0pfB8yyigPU,https://www.google.com/maps/place/?q=place_id:ChIJTafAZeZeUjoR0pfB8yyigPU,Chennai Agaramthen RoadNaturals Signature Salon Rajakilpakkam
23,LOC_9,Chennai,Agaramthen Road,Naturals Salon,"2nd Floor, New No 55, Old No 36, 70 Feet Rd, above Nilgiris Supermarket, Jawahar Nagar, Perambur, Chennai, Tamil Nadu 600082, India",13.1139566,80.2275116,4.6,1137,ChIJwfUm6U1kUjoRhlTE1jH8JOM,https://www.google.com/maps/place/?q=place_id:ChIJwfUm6U1kUjoRhlTE1jH8JOM,Chennai Agaramthen RoadNaturals Salon
24,LOC_10,Chennai,Agaramthen Road,Naturals Salon,"1st Floor, Mkdk Illam, Madavaram Red Hills Rd, Roja Nagar, Madhavaram, Chennai, Tamil Nadu 600060, India",13.1456681,80.23208850000002,4.7,1461,ChIJrQMlKB5lUjoRyXuB21g4aRg,https://www.google.com/maps/place/?q=place_id:ChIJrQMlKB5lUjoRyXuB21g4aRg,Chennai Agaramthen RoadNaturals Salon
26,LOC_1,Chennai,Ambattur,Naturals Salon,"No 49, JS Tower, Ambattur Red Hills Rd, above Nilgiris, Rajiv Gandhi Nagar, Pudur, Ambattur, Chennai, Tamil Nadu 600053, India",13.1261206,80.15331259999999,4.7,1480,ChIJZds2LQZjUjoRpoG3BDXNQYA,https://www.google.com/maps/place/?q=place_id:ChIJZds2LQZjUjoRpoG3BDXNQYA,Chennai AmbatturNaturals Salon
27,LOC_2,Chennai,Ambattur,Naturals Salon,"174/11, S Park St, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053, India",13.1176221,80.1542068,4.6,1766,ChIJgaWoEqljUjoRPzkVxhnVIDs,https://www.google.com/maps/place/?q=place_id:ChIJgaWoEqljUjoRPzkVxhnVIDs,Chennai AmbatturNaturals Salon
30,LOC_3,Chennai,Ambattur Red Hills Road,Naturals Salon,"2nd Floor, No 1/172A, Thiruvalluvar St, near GNT Road, Red Hills, Padianallur, Chennai, Tamil Nadu 600052, India",13.1914279,80.1854925,4.5,662,ChIJvdtVN6B8UjoRFKrCSVHyVwc,https://www.google.com/maps/place/?q=place_id:ChIJvdtVN6B8UjoRFKrCSVHyVwc,Chennai Ambattur Red Hills RoadNaturals Salon
31,LOC_1,Chennai,Aminijikarai,Naturals Salon,"154, 1st Floor, No 24a, Nelson Manickam Rd, near Metha Nagar, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600029, India",13.0674211,80.22721229999999,4.6,731,ChIJX2cOPjxnUjoRehfttXmstSA,https://www.google.com/maps/place/?q=place_id:ChIJX2cOPjxnUjoRehfttXmstSA,Chennai AminijikaraiNaturals Salon
32,LOC_2,Chennai,Aminijikarai,Naturals Salon,"1st Floor, No 87, Main Rd, above Pazhamuthir Nilayam, Razaak Garden, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.069523,80.2154177,4.5,1189,ChIJt4F0HZpmUjoRX78UoYiNgX0,https://www.google.com/maps/place/?q=place_id:ChIJt4F0HZpmUjoRX78UoYiNgX0,Chennai AminijikaraiNaturals Salon
33,LOC_1,Chennai,Anna Nagar - 6th Avenue,Naturals Salon,"6th Ave, Anna Nagar West, Z Block, I Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0925329,80.2088678,4.7,2348,ChIJWSuwwRdkUjoRfGJUB-GDhS4,https://www.google.com/maps/place/?q=place_id:ChIJWSuwwRdkUjoRfGJUB-GDhS4,Chennai Anna Nagar - 6th AvenueNaturals Salon
35,LOC_2,Chennai,Anna Nagar West,Naturals Salon Anna Nagar West Extension,"Ground Floor, Flat 2 & 4, No-45, opp. to Kalyan Jewellers, Shantiniketan Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0873814,80.193168,4.8,391,ChIJo236Z21lUjoRJmqOvDhKo4g,https://www.google.com/maps/place/?q=place_id:ChIJo236Z21lUjoRJmqOvDhKo4g,Chennai Anna Nagar WestNaturals Salon Anna Nagar West Extension
36,LOC_3,Chennai,Anna Nagar West,Naturals Signature Salon & Spa Annanagar West,"D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0929523,80.1970231,4.4,556,ChIJpyVytw9kUjoR5h-yM_dZZss,https://www.google.com/maps/place/?q=place_id:ChIJpyVytw9kUjoR5h-yM_dZZss,Chennai Anna Nagar WestNaturals Signature Salon & Spa Annanagar West
37,LOC_4,Chennai,Anna Nagar West,Naturals Salon,"Plot No R48, Door No 157, Tvs Avenue main road, Main Road, Anna Nagar, near Chennai Public School, TVS Colony, Chennai, Tamil Nadu 600101, India",13.0902017,80.1884115,4.8,1531,ChIJURm_4wdkUjoRRje_m9b990g,https://www.google.com/maps/place/?q=place_id:ChIJURm_4wdkUjoRRje_m9b990g,Chennai Anna Nagar WestNaturals Salon
38,LOC_5,Chennai,Anna Nagar West,Naturals Signature Salon,"Old No.AG-28, New No.59, First Floor, 4th Ave, AG Block, River View Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0820945,80.2159181,4.9,1418,ChIJHc9koLFlUjoRHaEW9qJFvgQ,https://www.google.com/maps/place/?q=place_id:ChIJHc9koLFlUjoRHaEW9qJFvgQ,Chennai Anna Nagar WestNaturals Signature Salon
39,LOC_6,Chennai,Anna Nagar West,Naturals Salon,"1425, 13th Main Rd, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0903764,80.2006261,4.8,20,ChIJja5TEThlUjoRqgoCEk-Jhx4,https://www.google.com/maps/place/?q=place_id:ChIJja5TEThlUjoRqgoCEk-Jhx4,Chennai Anna Nagar WestNaturals Salon
40,LOC_7,Chennai,Anna Nagar West,Naturals salon,"36PH+QCF, C-73,, C-73, D Block 1st Main Rd, R.V. Nagar, Block C, C Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0831269,80.225201,4.2,469,ChIJaQiH1DJhUjoRlxzzTRuXcJU,https://www.google.com/maps/place/?q=place_id:ChIJaQiH1DJhUjoRlxzzTRuXcJU,Chennai Anna Nagar WestNaturals salon
50,LOC_1,Chennai,Ashok nagar,Naturals Signature Salon Ashok Nagar,"3/47, 11th Ave, opposite to KFC, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0321445,80.2108944,4.8,869,ChIJ6cr6nWRnUjoRd8fxeM4MHQ0,https://www.google.com/maps/place/?q=place_id:ChIJ6cr6nWRnUjoRd8fxeM4MHQ0,Chennai Ashok nagarNaturals Signature Salon Ashok Nagar
51,LOC_1,Chennai,Avadi,Naturals Salon,"New No 144, 1st Floor, New Military Rd, Thirumalai Rajapuram, Avadi, Tamil Nadu 600054, India",13.1172915,80.09635430000002,4.8,2259,ChIJFd7PaX9iUjoRgT_Eqwyvq-8,https://www.google.com/maps/place/?q=place_id:ChIJFd7PaX9iUjoRgT_Eqwyvq-8,Chennai AvadiNaturals Salon
52,LOC_2,Chennai,Avadi,Naturals Salon,"No: 8, 1st Floor, Shanthi Garden, Poonamallee - Avadi High Rd, Paruthippattu, Thiruvallur, Avadi, Tamil Nadu 600071, India",13.0933566,80.1088168,4.8,1190,ChIJMeQDaKNjUjoRXZNgL9dyuDg,https://www.google.com/maps/place/?q=place_id:ChIJMeQDaKNjUjoRXZNgL9dyuDg,Chennai AvadiNaturals Salon
54,LOC_4,Chennai,Avadi,Naturals Salon,"38, Chennai - Tiruvallur High Rd, near Mangalam Thirumana Mahal, Ambedkar Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062, India",13.1307345,80.1353772,4.7,704,ChIJUbYAzdRjUjoRSjD6RqDd-gU,https://www.google.com/maps/place/?q=place_id:ChIJUbYAzdRjUjoRSjD6RqDd-gU,Chennai AvadiNaturals Salon
55,LOC_5,Chennai,Avadi,"Naturals Salon & Spa, Pattabiram","342, CTH road Chennai, Pattabiram, Tamil Nadu 600072, India",13.1225312,80.06056319999999,4.1,386,ChIJZfEOCVOIUjoRLDvAs5q9EJ0,https://www.google.com/maps/place/?q=place_id:ChIJZfEOCVOIUjoRLDvAs5q9EJ0,"Chennai AvadiNaturals Salon & Spa, Pattabiram"
56,LOC_6,Chennai,Avadi,Naturals Salon,"R12F, 1st Floor, TNHB Layout KK Nagar, Narmada St, opposite A2B, ICF Employees Colony, Ayappakkam, Chennai, Tamil Nadu 600058, India",13.0963692,80.1468482,4.9,909,ChIJ0x60bjxjUjoRjfOiM_uoxy0,https://www.google.com/maps/place/?q=place_id:ChIJ0x60bjxjUjoRjfOiM_uoxy0,Chennai AvadiNaturals Salon
60,LOC_4,Chennai,"Ayapakkam, ICF Colony",Naturals Salon,"G2, Radhae Shyam Apartments, Vanagaram-Ambattur Rd, near Nilgiris Super Market, Vanagaram, Chennai, Tamil Nadu 600095, India",13.0633498,80.1523394,4.3,614,ChIJBSeDtHFhUjoRJ37Y8vAsf40,https://www.google.com/maps/place/?q=place_id:ChIJBSeDtHFhUjoRJ37Y8vAsf40,"Chennai Ayapakkam, ICF ColonyNaturals Salon"
65,LOC_9,Chennai,"Ayapakkam, ICF Colony",Naturals Thiruverkadu,"No: 85 1st Floor, 4th Street, Thirumalai St, Balaji Nagar, Thiruverkadu, Chennai, Tamil Nadu 600077, India",13.0680103,80.1282791,4.1,293,ChIJAwAA8I5hUjoRe9zdnRu4hE4,https://www.google.com/maps/place/?q=place_id:ChIJAwAA8I5hUjoRe9zdnRu4hE4,"Chennai Ayapakkam, ICF ColonyNaturals Thiruverkadu"
67,LOC_1,Chennai,Aynavaram,Naturals Salon,"1st Floor, Adarsh Tower, No 328, Konnur High Rd, near Noor Hotel, KK Nagar, Ayanavaram, Chennai, Tamil Nadu 600023, India",13.098621,80.23342799999999,4.7,689,ChIJMVj2hMtlUjoRdo-uWw5n-LE,https://www.google.com/maps/place/?q=place_id:ChIJMVj2hMtlUjoRdo-uWw5n-LE,Chennai AynavaramNaturals Salon
68,LOC_1,Chennai,Bazullah Road T.Nagar,Naturals Salon,"76, Bazullah Rd, opposite Vivek Signalt Nagar, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0474693,80.23430909999999,4.6,1193,ChIJmbqvIjxnUjoRr2WmnSCysj0,https://www.google.com/maps/place/?q=place_id:ChIJmbqvIjxnUjoRr2WmnSCysj0,Chennai Bazullah Road T.NagarNaturals Salon
69,LOC_1,Chennai,Besant Nagar,Naturals Signature Salon,"No T24, Kkv Towers, Annai Velankanni Road, opposite Annai Velankanni Shrine, GOCHS Colony, Besant Nagar, Chennai, Tamil Nadu 600090, India",12.9957438,80.2695854,4.7,2291,ChIJlYM9yqRnUjoR9S1ZxF8HAoU,https://www.google.com/maps/place/?q=place_id:ChIJlYM9yqRnUjoR9S1ZxF8HAoU,Chennai Besant NagarNaturals Signature Salon
72,LOC_1,Chennai,Chinmaya Nagar,Naturals Salon & Spa Chinmaya Nagar,"1st floor, 252, Kaliamman Koil St, Chinmaya Nagar Stage 2, Natesan Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0573293,80.1938874,4.9,1041,ChIJnUnpWrZmUjoR-pTB-PebbCg,https://www.google.com/maps/place/?q=place_id:ChIJnUnpWrZmUjoR-pTB-PebbCg,Chennai Chinmaya NagarNaturals Salon & Spa Chinmaya Nagar
73,LOC_1,Chennai,Chitlapakkam,Naturals Salon,"opposite Nilgiris, Rajarajeshwari Nagar, Shanmuga Nagar, Chitlapakkam, Kanchipuram, Chennai, Tamil Nadu 600064, India",12.932305,80.1485675,4.5,688,ChIJiUqBq-ReUjoRIowXn3ZY8qA,https://www.google.com/maps/place/?q=place_id:ChIJiUqBq-ReUjoRIowXn3ZY8qA,Chennai ChitlapakkamNaturals Salon
74,LOC_2,Chennai,Chitlapakkam,Naturals Signature Salon Hasthinapuram,"Ground Floor, 35, Dr Rajendra Prasad Rd, near NSN School, Nehru Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.9423475,80.1418197,4.8,2871,ChIJXS3RwKpfUjoReizoYiuHWeQ,https://www.google.com/maps/place/?q=place_id:ChIJXS3RwKpfUjoReizoYiuHWeQ,Chennai ChitlapakkamNaturals Signature Salon Hasthinapuram
77,LOC_5,Chennai,Chitlapakkam,Naturals Signature Salon,"1st Floor, Plot No 7/8A, 3rd Main Rd, above Union Bank of India, New Colony, Chromepet, Chennai, Tamil Nadu 600044, India",12.9534393,80.1381887,4.8,478,ChIJ6Qmu7lFfUjoRuAfmgFSr4wU,https://www.google.com/maps/place/?q=place_id:ChIJ6Qmu7lFfUjoRuAfmgFSr4wU,Chennai ChitlapakkamNaturals Signature Salon
78,LOC_1,Chennai,Chrompet,Naturals Salon,"1st Floor, 89, Radha Nagar Main Rd, above TMB Bank ATM, Srinivasapuram, Chromepet, Chennai, Tamil Nadu 600044, India",12.9513151,80.1470257,4.9,309,ChIJE5nUwzFfUjoRnc8vucH6rhk,https://www.google.com/maps/place/?q=place_id:ChIJE5nUwzFfUjoRnc8vucH6rhk,Chennai ChrompetNaturals Salon
81,LOC_4,Chennai,Chrompet,Naturals Salon,"1st Floor, No 129/100, Pammal Main Rd, opposite Reliance Trends, Allapakkam, Krishna Nagar, Muthamizh Nagar, Pallavaram, Kanchipuram, Chennai, Tamil Nadu 600075, India",12.97281,80.13846099999999,4.7,2694,ChIJ4biw0cxfUjoRGdgNSp_euDk,https://www.google.com/maps/place/?q=place_id:ChIJ4biw0cxfUjoRGdgNSp_euDk,Chennai ChrompetNaturals Salon
84,LOC_7,Chennai,Chrompet,Naturals Salon & Spa Chromepet,"142, Gst Road, Opp Vettri Theater, Radha Nagar, opp. to Vettri Theater, Lakshmi Nagar, Shanthi Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.9542266,80.14227509999999,4.3,600,ChIJI2180bJfUjoRQ4DFD7PjE8c,https://www.google.com/maps/place/?q=place_id:ChIJI2180bJfUjoRQ4DFD7PjE8c,Chennai ChrompetNaturals Salon & Spa Chromepet
85,LOC_1,Chennai,CIT Nagar,Naturals Salon,"Old No 56, 1st Floor, Bus Stop, No 25, S W Boag Rd, near CIT Nagar, CIT Nagar West, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0309377,80.23164779999999,4.6,1055,ChIJqdvDdapnUjoRmIT_759vsXc,https://www.google.com/maps/place/?q=place_id:ChIJqdvDdapnUjoRmIT_759vsXc,Chennai CIT NagarNaturals Salon
86,LOC_1,Chennai,Egmore,Naturals Salon,"73, CASA Major Road Sulaiman Zackria Avenue, Egmore, near Sulaiman Zackria Avenue, Chetpet, Chennai, Tamil Nadu 600008, India",13.0721299,80.2523339,4.5,1158,ChIJw6eEqcNnUjoR_b_qbSPo0G4,https://www.google.com/maps/place/?q=place_id:ChIJw6eEqcNnUjoR_b_qbSPo0G4,Chennai EgmoreNaturals Salon
87,LOC_2,Chennai,Egmore,Naturals Salon Egmore Alsa Mall,"No 149, Floor No G1, Alsa Mall Shopping Complex, Red Cross Rd, opposite THE ATLANTIC RESIDENCES, Egmore, Chennai, Tamil Nadu 600008, India",13.0687037,80.2572569,4.9,321,ChIJw-ZHfCtnUjoRWxBb_A-kNEQ,https://www.google.com/maps/place/?q=place_id:ChIJw-ZHfCtnUjoRWxBb_A-kNEQ,Chennai EgmoreNaturals Salon Egmore Alsa Mall
88,LOC_3,Chennai,Egmore,Naturals,"No.18, Ritherdon Rd, opposite to seventh day school, Periamet, Vepery, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",13.0818626,80.2586675,4.3,1059,ChIJy35fouFlUjoRbt9C5iCwdYk,https://www.google.com/maps/place/?q=place_id:ChIJy35fouFlUjoRbt9C5iCwdYk,Chennai EgmoreNaturals
89,LOC_4,Chennai,Egmore,Naturals Signature Salon,"Shop No:B1, 27 Express Mall, No:2, Club House Road, Anna Salai, Chennai, Tamil Nadu 600002, India",13.0587332,80.2633774,4.7,2505,ChIJdZGLpRdmUjoRpfmePJPrL_I,https://www.google.com/maps/place/?q=place_id:ChIJdZGLpRdmUjoRpfmePJPrL_I,Chennai EgmoreNaturals Signature Salon
90,LOC_5,Chennai,Egmore,Naturals Salon,"No: 167, 2nd Floor, Yesde House, Valluvar Kottam High Rd, Ponnangipuram, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.055884,80.242533,4.8,1206,ChIJhz7w1dpnUjoR0n8CdZ2GIEs,https://www.google.com/maps/place/?q=place_id:ChIJhz7w1dpnUjoR0n8CdZ2GIEs,Chennai EgmoreNaturals Salon
91,LOC_6,Chennai,Egmore,Naturals Signature Salon,"52 A, Gangadeeshwar Koil St, above Couture / Clove Dental, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.082393,80.2543354,4.8,464,ChIJV-KSc0JlUjoRkVw2r3J82-c,https://www.google.com/maps/place/?q=place_id:ChIJV-KSc0JlUjoRkVw2r3J82-c,Chennai EgmoreNaturals Signature Salon
92,LOC_7,Chennai,Egmore,Naturals Signature Salon,"29, Dr Nair Rd, above Federal Bank, Pondy Bazaar, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0425811,80.2409689,4.8,2426,ChIJl2F1WxlnUjoRXue7f6nB7h4,https://www.google.com/maps/place/?q=place_id:ChIJl2F1WxlnUjoRXue7f6nB7h4,Chennai EgmoreNaturals Signature Salon
93,LOC_8,Chennai,Egmore,Naturals signature Salon,"5/4, Sterling Ave, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.0632463,80.2361693,4.5,650,ChIJSU16YWFmUjoREYLdV3NUjkc,https://www.google.com/maps/place/?q=place_id:ChIJSU16YWFmUjoREYLdV3NUjkc,Chennai EgmoreNaturals signature Salon
94,LOC_9,Chennai,Egmore,Naturals Salon,"1st Floor, No 245, Avvai Shanmugam Salai, Ganapathy Colony, Gopalapuram, Chennai, Tamil Nadu 600086, India",13.0488751,80.2600179,4.6,800,ChIJpTzsnDdmUjoRZznlMkDIjkg,https://www.google.com/maps/place/?q=place_id:ChIJpTzsnDdmUjoRZznlMkDIjkg,Chennai EgmoreNaturals Salon
95,LOC_10,Chennai,Egmore,Naturals Signature Salon radha krishnan salai,"2nd Floor, 36, Dr Radha Krishnan Salai, Sullivan Garden, Mylapore, Chennai, Tamil Nadu 600004, India",13.0443041,80.2666764,4.6,1312,ChIJIc_tNi5mUjoRx4Cp4l1o9RI,https://www.google.com/maps/place/?q=place_id:ChIJIc_tNi5mUjoRx4Cp4l1o9RI,Chennai EgmoreNaturals Signature Salon radha krishnan salai
96,LOC_1,Chennai,Ekkatuthangal,Naturals Salon,"2 & 3, 100 Feet Rd, Ambal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032, India",13.0202956,80.2061086,4.7,1961,ChIJaVvU9jxnUjoRkh7iNmHaS9E,https://www.google.com/maps/place/?q=place_id:ChIJaVvU9jxnUjoRkh7iNmHaS9E,Chennai EkkatuthangalNaturals Salon
98,LOC_1,Chennai,Gerugambakkam,Naturals Salon,"1st & 2nd Floor, 173, Sankaralinganar St, above Apollo, Gerugambakkam, Chennai, Tamil Nadu 600122, India",13.0108311,80.13959469999999,4.8,1295,ChIJfyPD7_9hUjoRmo20YaDljH8,https://www.google.com/maps/place/?q=place_id:ChIJfyPD7_9hUjoRmo20YaDljH8,Chennai GerugambakkamNaturals Salon
99,LOC_1,Chennai,GNT Road,Naturals Salon,"No 339, Pudhu Nagar, near Aadhiparasakthi tempel, Main Rd, opposite Guru gas Agency, MKB Nagar, Mahakavi Bharathi Nagar, Vyasarpadi, Tamil Nadu 600039, India",13.1232124,80.2592734,4.8,739,ChIJ909Y1HVlUjoRT-MgvG5aStY,https://www.google.com/maps/place/?q=place_id:ChIJ909Y1HVlUjoRT-MgvG5aStY,Chennai GNT RoadNaturals Salon
101,LOC_3,Chennai,GNT Road,Naturals Salon,"Plot No 8 & 8A, 80 Feet Road, Kumaran Nagar, opp. Sai Baba Temple, Peravallur, Chennai, Tamil Nadu 600082, India",13.1251688,80.2257374,4.8,1529,ChIJbUkNQwBlUjoR0qQ-1wvLbHo,https://www.google.com/maps/place/?q=place_id:ChIJbUkNQwBlUjoR0qQ-1wvLbHo,Chennai GNT RoadNaturals Salon
104,LOC_6,Chennai,GNT Road,Naturals Unisex Salon - Kodungaiyur,"Ground Floor, Old No.12, New No.11 SIDCO Avenue Main Road, Vivekanda Nagar Opp EB police Station, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1313259,80.2564685,4.8,1722,ChIJq6hx7XRlUjoRRQ2pAsXZ5Mk,https://www.google.com/maps/place/?q=place_id:ChIJq6hx7XRlUjoRRQ2pAsXZ5Mk,Chennai GNT RoadNaturals Unisex Salon - Kodungaiyur
